Column fy Mpa,Beam fy Mpa,Columns 1-3 I mm4*10^6,Columns 4-6 I mm4*10^6,Columns 1-3 A mm2,Columns 4-6 A mm2,Beam I mm4*10^6,Spans,Number of floors,Floor height m,Span width m,LLRS tributary width m,Floor mass kg,Facade Load kN/m,PGA g,Magnitude,Distance to fault km,Period s,Max drift mm,Final Dead Load,Final Live Load,soil_class__B,soil_class__C
235,235,6447,5538,40005,34685,337.4,1,4,3.5,5,10.5,10492.713,0,0.14,5.9,25.5,0.343687104,3.777557854,3.5,14,0,1
235,235,54.1,0,6434,0,57.9,5,2,3.5,3,4.5,48700.872,1,0.354,6.5,15.82,0.688026153,22.5542977,9,4.5,1,0
275,275,16.73,10.33,3877,3142,57.9,3,6,3.5,8,12.5,67606.11,3,0.171,6,17.28,4.990379341,21.35752124,2.5,7.5,0,1
235,235,182.6,136.7,11253,9726,19.43,5,5,3.5,3,7.5,86572.53,4,0.3,6.6,10.27,2.332183933,51.89417676,9,3,1,0
355,355,229.3,0,12437,0,920.8,4,3,3,6,3,49410.5832,3,0.123,6.19,12.9,0.432548048,2.051304258,7.5,3,0,1
235,235,77.63,54.1,7684,6434,1752,6,5,3.5,8,5,84308.796,3,0.354,6.5,15.82,1.404945127,27.61496027,5,7.5,1,0
235,235,229.3,0,12437,0,162.7,5,2,3,6,5,68523.84,0,0.123,6.19,12.9,0.414694946,2.969533663,10,5,0,1
355,275,2153,1752,26048,24164,117.7,6,6,3.5,8,21,416208.9096,1,0.1,6.1,32.84,2.91219277,14.93005744,10.5,14,1,0
235,235,6447,5538,40005,34685,1119,5,5,3.5,3,12,100154.934,1,0.354,6.5,15.82,0.449271869,10.8802009,15,3,1,0
235,235,136.7,104.5,9726,8682,27.72,6,6,3,5,10.5,108169.776,4,0.15,6.33,18.96,2.666422309,38.06496796,7,10.5,0,1
275,235,276.9,229.3,13347,12437,1412,6,5,3,6,7.5,162682.938,1,0.171,6,17.28,0.936568427,14.98961347,7.5,4.5,0,1
355,275,1119,0,21176,0,117.7,1,1,3.5,8,6,40184.3376,3,0.123,6.19,12.9,0.221570715,2.233602777,12,8,0,1
355,355,36.92,25.1,5383,4525,671.2,1,5,3.5,8,7.5,15805.35,1,0.1,6.1,32.84,1.658253781,13.19972083,1.5,7.5,1,0
355,355,3034,2153,28583,26048,117.7,5,4,3,4,14,134600.4,3,0.3,6.6,10.27,0.711346342,19.95426196,10.5,17.5,1,0
355,235,330.9,0,14276,0,57.9,3,2,3,7,2,33666.4152,4,0.15,6.33,18.96,0.439548132,13.89065695,10,4,0,1
275,275,1119,0,21176,0,337.4,4,1,3,6,16,233372.6208,0,0.1,6.69,35.66,0.232365407,4.332456276,20,16,1,0
355,355,2153,1752,26048,24164,83.56,4,5,3,6,9,133548.0696,3,0.14,5.9,25.5,1.35328701,4.633321239,7.5,3,0,1
275,275,136.7,104.5,9726,8682,27.72,4,5,3.5,3,12,87367.896,3,0.14,5.9,25.5,2.429257662,6.224984644,8,10,0,1
275,275,5538,4221,34685,32053,1412,3,6,3.5,7,9,102895.8876,3,0.2,6.77,23.99,0.777281988,18.55776667,12,9,0,1
235,235,330.9,276.9,14276,13347,117.7,5,4,4,8,3,58408.416,4,0.1,6.1,32.84,1.215363631,9.740823611,9,3,1,0
275,275,77.63,0,7684,0,231.3,5,3,3.5,4,16,159562.656,4,0.1,6.1,32.84,1.362531549,16.54547265,16,4,1,0
275,275,450.7,330.9,15898,14276,231.3,1,6,4,6,7.5,30529.818,2,0.2,6.77,23.99,1.964066165,28.15748056,12.5,7.5,0,1
235,235,136.7,104.5,9726,8682,231.3,5,6,4,5,9,125830.98,4,0.171,6,17.28,2.422861464,14.78526359,6,4.5,0,1
275,235,1119,0,21176,0,27.72,3,3,3,5,2.5,17181.945,1,0.15,6.33,18.96,0.416089305,8.610080952,7.5,10,0,1
275,235,182.6,0,11253,0,57.9,5,3,3.5,3,4,37932.84,0,0.283,7.28,19.74,0.653574967,19.61871545,20,20,0,1
355,275,25.1,16.73,4525,3877,1412,6,5,3.5,8,6,194314.032,2,0.354,6.5,15.82,3.458027494,34.08452329,7.5,7.5,1,0
355,275,6.062,0,2534,0,27.72,3,3,3.5,6,12,73761.0192,2,0.3,6.6,10.27,3.921103566,60.93946296,4,8,1,0
235,235,54.1,0,6434,0,920.8,1,1,3,4,21,45698.8752,2,0.123,6.19,12.9,0.474116845,4.109243601,14,3.5,0,1
235,235,25.1,16.73,4525,3877,231.3,1,4,3.5,3,5,3956.436,1,0.1,6.1,32.84,0.830520217,14.22716449,2.5,7.5,1,0
275,235,637.2,0,17803,0,38.92,6,3,4,4,12.5,67300.2,0,0.283,7.28,19.74,0.864929687,41.57003052,2.5,12.5,0,1
355,235,1412,1119,22646,21176,671.2,6,4,4,4,10,134845.128,3,0.3,6.6,10.27,0.659980875,17.60283039,8,8,1,0
235,235,637.2,450.7,17803,15898,231.3,3,4,4,4,3,25623.0216,1,0.2,6.77,23.99,0.628873985,14.43545641,18,6,0,1
235,235,2153,1752,26048,24164,117.7,4,4,3.5,6,4,50381.3376,2,0.15,6.2,13.91,0.700908992,4.1767147,16,8,1,0
275,275,136.7,104.5,9726,8682,1752,5,5,3.5,7,6,173349,4,0.15,6.33,18.96,1.648967236,46.30373633,12,10,0,1
355,235,330.9,0,14276,0,162.7,6,2,4,8,14,233829.4464,4,0.171,6,17.28,0.951338357,33.46393243,7,14,0,1
275,275,16.73,10.33,3877,3142,671.2,4,4,3,6,6,47575.1232,0,0.15,6.2,13.91,1.60813394,15.96265102,6,2,1,0
275,275,3.492,0,2124,0,920.8,5,1,3,6,12,125178.372,3,0.1,6.1,32.84,1.677367977,23.62212708,4,8,1,0
235,235,54.1,36.92,6434,5383,117.7,4,6,4,8,2,49908.1968,3,0.3,6.6,10.27,2.776982105,42.49453366,10,8,1,0
235,235,229.3,182.6,12437,11253,5.412,2,5,4,5,3,8483.904,1,0.1,6.69,35.66,2.251480973,14.21387743,3,1.5,1,0
275,235,104.5,0,8682,0,83.56,1,3,3,8,7.5,37382.202,3,0.123,6.19,12.9,1.378544079,12.50607351,6,6,0,1
275,235,16.73,10.33,3877,3142,920.8,1,4,3,4,20,58734.72,0,0.1,6.69,35.66,2.788409636,19.15679185,24,20,1,0
235,235,450.7,0,15898,0,8.693,3,3,4,3,10,47416.05,3,0.283,7.28,19.74,1.451418842,35.16231743,7.5,12.5,0,1
275,235,3034,2153,28583,26048,117.7,1,5,3.5,8,10,61589.88,1,0.15,6.2,13.91,1.794347975,15.77133848,12,10,1,0
355,275,104.5,77.63,8682,7684,337.4,4,6,4,5,6,92017.728,3,0.1,6.69,35.66,2.369036527,9.352851244,9,4.5,1,0
275,275,637.2,450.7,17803,15898,38.92,5,6,3,8,6,106946.136,3,0.15,6.2,13.91,2.386495486,6.602294103,4.5,4.5,1,0
275,235,104.5,0,8682,0,162.7,1,3,4,7,15,72561.852,3,0.3,6.6,10.27,2.171796687,75.50839716,15,9,1,0
275,275,1752,1412,24164,22646,482,2,6,4,8,7.5,85165.344,0,0.171,6,17.28,1.682179746,21.4617759,9,6,0,1
235,235,36.92,0,5383,0,337.4,6,3,3.5,5,9,53717.796,4,0.14,5.9,25.5,0.981935119,6.487822954,1.5,1.5,0,1
235,235,1119,0,21176,0,38.92,2,2,3.5,5,20,132357.06,1,0.1,6.1,32.84,0.855512396,26.64413306,24,4,1,0
275,275,276.9,0,13347,0,27.72,6,2,3,5,3,17987.508,0,0.1,6.69,35.66,0.278953724,2.76668903,1.5,6,1,0
235,235,54.1,0,6434,0,117.7,1,2,3,8,4,16249.9392,3,0.123,6.19,12.9,0.641236646,5.153747022,6,4,0,1
235,235,6447,5538,40005,34685,482,1,6,4,4,17.5,33690.888,0,0.283,7.28,19.74,1.034118461,13.83406621,14,10.5,0,1
235,235,182.6,136.7,11253,9726,8.693,3,6,3,4,4.5,23946.6348,1,0.1,6.69,35.66,2.326702475,9.232079099,4.5,6,1,0
235,235,450.7,0,15898,0,38.92,3,1,3,7,10,69829.056,4,0.15,6.2,13.91,0.252365628,3.891222095,4,4,1,0
355,275,1119,869.7,21176,19754,1752,2,5,3,5,12,67096.26,1,0.15,6.2,13.91,0.62782645,2.794932349,16,20,1,0
355,355,10.33,0,3142,0,231.3,3,1,3.5,6,3,13655.8224,0,0.3,6.6,10.27,0.523573786,28.47462188,6,6,1,0
355,275,3.492,0,2124,0,38.92,6,2,3,5,10.5,167210.406,3,0.2,6.77,23.99,3.015648061,141.4735197,14,10.5,0,1
235,235,3.492,0,2124,0,5.412,5,1,4,3,21,68768.568,1,0.171,6,17.28,2.021291051,72.82353223,3.5,14,0,1
235,235,1119,0,21176,0,117.7,1,2,3,7,4,21605.4036,3,0.3,6.6,10.27,0.327675501,10.29518543,10,8,1,0
275,275,36.92,0,5383,0,83.56,6,2,3.5,6,15,423379.44,4,0.171,6,17.28,2.183051874,36.33025375,18,15,0,1
355,275,450.7,330.9,15898,14276,57.9,4,6,3.5,8,24,148533.5808,4,0.2,6.77,23.99,3.44821662,57.75392472,4,8,0,1
235,235,16.73,10.33,3877,3142,57.9,5,6,3.5,8,1.5,43480.008,4,0.15,6.33,18.96,3.231268548,74.23969266,6,1.5,0,1
275,275,1412,1119,22646,21176,671.2,1,5,4,8,24,149708.2752,4,0.15,6.2,13.91,2.258046119,9.064143641,24,8,1,0
235,235,1119,0,21176,0,38.92,4,1,3,4,8,32369.3568,4,0.3,6.6,10.27,0.104079645,0.968624139,2,4,1,0
235,235,6.062,3.492,2534,2124,27.72,4,4,3,5,12,152057.664,4,0.123,6.19,12.9,5.220569838,22.13867247,10,4,0,1
235,235,330.9,276.9,14276,13347,1119,2,5,3,7,6,48994.5456,0,0.1,6.1,32.84,0.827091641,12.82454706,15,9,1,0
355,275,229.3,182.6,12437,11253,38.92,2,4,3,7,10,38381.508,3,0.354,6.5,15.82,1.531195212,31.38678564,2.5,10,1,0
275,275,869.7,0,19754,0,920.8,3,2,3.5,4,8,29987.3376,2,0.15,6.33,18.96,0.200680217,1.923110724,4,4,0,1
355,235,6447,5538,40005,34685,337.4,2,4,4,7,20,163315.152,0,0.354,6.5,15.82,1.20863797,30.49334146,20,12,1,0
355,275,182.6,0,11253,0,83.56,2,2,3,6,6,25549.6032,3,0.354,6.5,15.82,0.465885673,24.40103666,6,6,1,0
235,235,276.9,0,13347,0,57.9,1,1,3.5,7,2,10882.2384,4,0.14,5.9,25.5,0.212507717,3.892284927,8,4,0,1
355,275,136.7,0,9726,0,83.56,4,1,3,7,10.5,85940.316,4,0.15,6.2,13.91,0.347511496,8.616340792,3.5,17.5,1,0
235,235,36.92,0,5383,0,8.693,2,2,3,3,17.5,70991.514,1,0.354,6.5,15.82,1.654707969,36.34466484,21,3.5,1,0
235,235,330.9,276.9,14276,13347,482,4,5,3,5,7.5,60264.27,3,0.354,6.5,15.82,0.751695919,16.62217514,4.5,1.5,1,0
235,235,450.7,330.9,15898,14276,83.56,6,4,3,7,15,237508.524,4,0.15,6.2,13.91,1.600118158,15.35396318,9,3,1,0
235,235,1119,0,21176,0,38.92,3,2,4,5,8,30305.484,2,0.123,6.19,12.9,0.426845799,3.409063225,4,16,0,1
235,235,10.33,6.062,3142,2534,38.92,4,5,3,7,18,179565.0912,2,0.283,7.28,19.74,5.916712875,128.637048,9,3,0,1
275,235,6447,5538,40005,34685,920.8,5,5,3,4,10.5,160623.144,4,0.123,6.19,12.9,0.504790006,1.192049041,21,10.5,0,1
235,235,1119,0,21176,0,162.7,4,1,3,6,17.5,314373.51,1,0.15,6.2,13.91,0.29207626,5.88698931,21,17.5,1,0
355,275,136.7,0,9726,0,231.3,3,1,3,7,6,83023.974,1,0.2,6.77,23.99,0.339516702,14.03413036,7.5,7.5,0,1
275,275,5538,4221,34685,32053,38.92,1,6,4,5,8,5057.712,0,0.15,6.33,18.96,0.865791541,12.274547,2,2,0,1
355,275,136.7,0,9726,0,117.7,2,1,3.5,3,16,28975.7952,0,0.14,5.9,25.5,0.284726036,4.73307582,8,16,0,1
355,235,1412,1119,22646,21176,117.7,2,4,4,8,15,102785.76,0,0.14,5.9,25.5,1.840632828,9.857806948,9,15,0,1
235,235,3034,2153,28583,26048,38.92,1,5,3,6,6,23787.5616,4,0.3,6.6,10.27,1.073950553,25.41064019,8,4,1,0
275,235,1119,0,21176,0,920.8,5,1,3,3,9,68279.112,0,0.1,6.69,35.66,0.098816568,0.381986337,6,6,1,0
235,235,869.7,0,19754,0,920.8,2,3,4,8,12.5,109515.78,2,0.354,6.5,15.82,0.849661974,27.59930748,10,10,1,0
275,275,1752,1412,24164,22646,162.7,1,5,3,7,6,16433.4852,3,0.15,6.2,13.91,0.79581134,3.944245765,4,4,1,0
235,235,1412,1119,22646,21176,920.8,2,5,3.5,4,9,30835.728,0,0.123,6.19,12.9,0.546279003,1.597737869,4.5,7.5,0,1
235,235,54.1,36.92,6434,5383,920.8,1,5,4,7,5,27450.324,2,0.1,6.1,32.84,2.162415291,14.75529463,15,7.5,1,0
355,355,5538,4221,34685,32053,38.92,5,6,3.5,7,7,92935.458,0,0.2,6.77,23.99,1.54430004,27.68253288,10.5,10.5,0,1
275,275,3.492,0,2124,0,13.17,1,1,3.5,6,4.5,12077.3268,3,0.283,7.28,19.74,1.234985788,65.22404187,3,4.5,0,1
275,275,136.7,104.5,9726,8682,1752,4,4,3,3,10,67544.928,3,0.15,6.2,13.91,0.737736621,4.019994031,8,6,1,0
355,355,16.73,10.33,3877,3142,920.8,1,6,3.5,5,16,42276.762,1,0.1,6.1,32.84,4.517509884,18.20494179,16,12,1,0
355,235,36.92,25.1,5383,4525,27.72,1,5,3.5,6,7.5,17069.778,0,0.14,5.9,25.5,3.028500295,11.13414417,4.5,4.5,0,1
235,235,1119,869.7,21176,19754,1752,3,6,3,7,8,75722.922,1,0.15,6.33,18.96,0.709265629,13.492581,6,10,0,1
235,235,3.492,0,2124,0,13.17,6,1,3,3,12,103960.4544,0,0.283,7.28,19.74,1.455488892,53.56249107,16,12,0,1
275,235,182.6,0,11253,0,117.7,5,2,4,7,7.5,146683.845,0,0.1,6.69,35.66,0.997664998,21.49889314,12.5,5,1,0
275,275,36.92,25.1,5383,4525,1119,3,5,3,8,10.5,121287.1968,0,0.171,6,17.28,2.466164959,17.52238277,14,10.5,0,1
275,275,330.9,276.9,14276,13347,671.2,4,6,3,7,2.5,49271.904,2,0.283,7.28,19.74,0.819887068,22.03230361,12.5,10,0,1
235,235,10.33,0,3142,0,8.693,6,1,4,4,3,23102.3232,4,0.2,6.77,23.99,0.688725156,39.2106581,1.5,3,0,1
275,275,182.6,0,11253,0,920.8,4,3,3,4,10,109638.144,0,0.1,6.69,35.66,0.662119738,13.53071493,12,6,1,0
275,275,869.7,0,19754,0,920.8,6,3,4,6,2,42550.0416,1,0.15,6.2,13.91,0.328588423,3.655037794,10,2,1,0
355,235,36.92,0,5383,0,27.72,2,1,3,5,4,29367.36,0,0.2,6.77,23.99,0.46564541,21.16002948,12,10,0,1
355,235,869.7,0,19754,0,117.7,6,2,3.5,8,10,324264.6,3,0.123,6.19,12.9,0.810270041,10.68151875,10,10,0,1
235,235,16.73,0,3877,0,83.56,5,1,4,8,2.5,47110.14,2,0.354,6.5,15.82,0.776683054,51.79842818,7.5,7.5,1,0
275,275,10.33,0,3142,0,83.56,6,2,3.5,8,6,75914.6256,3,0.1,6.1,32.84,1.570256235,18.46497657,3,12,1,0
355,275,10.33,0,3142,0,162.7,5,2,4,7,4,24554.376,0,0.2,6.77,23.99,1.155061548,56.36916481,2,6,0,1
235,235,1119,0,21176,0,13.17,5,3,3.5,3,7.5,37473.975,4,0.14,5.9,25.5,0.620482791,5.497865162,1.5,7.5,0,1
275,275,1119,0,21176,0,162.7,1,3,3,5,10,15091.56,2,0.1,6.1,32.84,0.407157527,7.080770905,2,8,1,0
235,235,1119,0,21176,0,38.92,6,3,3.5,5,9,165558.492,3,0.3,6.6,10.27,1.047965493,32.33262778,15,6,1,0
275,275,869.7,0,19754,0,27.72,4,3,3.5,5,12,103112.064,4,0.2,6.77,23.99,1.145487972,45.81553622,12,8,0,1
275,275,1119,0,21176,0,920.8,1,1,3,6,3.5,8773.4988,3,0.15,6.2,13.91,0.070659236,0.327803897,7,3.5,1,0
275,235,330.9,276.9,14276,13347,57.9,2,5,4,6,12,106163.0064,3,0.283,7.28,19.74,3.599389018,43.50857372,18,6,0,1
275,235,10.33,6.062,3142,2534,57.9,6,5,3.5,7,21,299963.1096,1,0.3,6.6,10.27,7.406334197,66.74820221,10.5,3.5,1,0
235,235,182.6,136.7,11253,9726,231.3,2,6,4,3,12,41530.3416,1,0.171,6,17.28,1.858209012,24.55996807,10,2,0,1
355,355,77.63,54.1,7684,6434,671.2,1,6,4,8,9,52600.2048,4,0.283,7.28,19.74,3.218639435,33.47242705,15,9,0,1
355,235,1119,0,21176,0,117.7,3,1,3.5,5,2.5,25951.365,2,0.283,7.28,19.74,0.120031075,1.811624359,12.5,7.5,0,1
235,235,1119,0,21176,0,671.2,3,3,3,3,12,30958.092,2,0.2,6.77,23.99,0.243489645,1.654413563,4,20,0,1
235,235,136.7,104.5,9726,8682,231.3,3,6,3.5,3,24,60080.724,2,0.354,6.5,15.82,1.701290187,22.38410841,4,20,1,0
275,275,450.7,330.9,15898,14276,1412,5,6,3.5,3,15,152343.18,2,0.354,6.5,15.82,1.185645446,21.952727,18,3,1,0
235,235,276.9,229.3,13347,12437,5.412,1,5,3,4,7.5,16029.684,0,0.1,6.69,35.66,2.475089356,14.89556792,7.5,1.5,1,0
275,235,229.3,0,12437,0,162.7,2,2,3,3,18,78484.2696,3,0.1,6.69,35.66,0.58229368,9.453636269,15,12,1,0
275,275,16.73,0,3877,0,5.412,6,1,3,5,17.5,73010.52,1,0.2,6.77,23.99,0.764676607,62.06952569,3.5,3.5,0,1
275,275,869.7,0,19754,0,8.693,2,2,3,4,12,61084.1088,0,0.354,6.5,15.82,0.584453857,29.80732776,12,2,1,0
355,275,229.3,182.6,12437,11253,671.2,3,6,3,8,4,62519.8464,2,0.123,6.19,12.9,1.170319317,8.916374857,20,12,0,1
275,275,6.062,0,2534,0,671.2,5,2,3.5,3,12,66260.106,3,0.1,6.1,32.84,1.894327991,24.23232617,6,12,1,0
275,275,637.2,450.7,17803,15898,83.56,5,5,3,7,2.5,61334.955,2,0.171,6,17.28,1.104858207,20.84402575,12.5,10,0,1
235,235,36.92,0,5383,0,671.2,3,2,3,3,9,46033.3368,4,0.14,5.9,25.5,0.662694773,5.627656936,12,3,0,1
355,235,104.5,0,8682,0,231.3,4,2,3,7,2.5,42541.884,0,0.171,6,17.28,0.437474826,12.96022477,12.5,10,0,1
275,275,6.062,0,2534,0,8.693,5,2,3.5,3,7.5,25696.44,0,0.14,5.9,25.5,1.383916175,10.39273905,5,2.5,0,1
355,355,1119,0,21176,0,27.72,2,2,4,4,20,87775.776,3,0.123,6.19,12.9,0.848460677,13.18246147,16,8,0,1
355,355,6447,5538,40005,34685,27.72,1,5,4,6,14,26120.6352,2,0.14,5.9,25.5,1.303657118,5.058302888,7,3.5,0,1
355,275,1119,0,21176,0,83.56,5,1,4,5,12,106456.68,0,0.15,6.33,18.96,0.236009769,4.736070768,12,8,0,1
355,275,450.7,0,15898,0,337.4,5,2,3,4,6,85654.8,3,0.354,6.5,15.82,0.311148206,10.68324657,7.5,7.5,1,0
235,235,1119,869.7,21176,19754,920.8,1,5,4,3,10,14642.892,4,0.123,6.19,12.9,0.666519131,2.789821679,2,6,0,1
355,275,54.1,36.92,6434,5383,162.7,1,4,3,7,16,76020.6744,2,0.15,6.33,18.96,2.459675974,65.34840926,20,16,0,1
275,275,2153,1752,26048,24164,162.7,2,5,3.5,4,8,19447.7184,4,0.14,5.9,25.5,0.655165835,2.825782061,2,4,0,1
355,355,1119,0,21176,0,57.9,3,1,3.5,6,3.5,43170.0192,0,0.2,6.77,23.99,0.164108732,2.302350184,21,10.5,0,1
275,275,4221,3034,32053,28583,920.8,1,6,4,5,15,53228.34,0,0.1,6.1,32.84,1.193050589,7.027973004,18,12,1,0
355,355,1119,0,21176,0,38.92,4,1,4,5,9,80433.936,2,0.123,6.19,12.9,0.240295258,1.744378005,4.5,6,0,1
275,275,5538,4221,34685,32053,83.56,3,4,3.5,7,4.5,59744.223,0,0.1,6.69,35.66,0.736499638,13.62345019,7.5,7.5,1,0
235,235,104.5,77.63,8682,7684,27.72,5,6,3,6,8,132928.092,1,0.15,6.2,13.91,3.554820191,9.636479328,10,2,1,0
355,235,104.5,0,8682,0,162.7,4,2,3,3,12,40086.4464,1,0.1,6.1,32.84,0.398930791,8.316114323,4,4,1,0
355,235,1119,0,21176,0,38.92,3,1,4,4,6,48260.3616,1,0.15,6.33,18.96,0.206819613,3.477554044,9,1.5,0,1
355,275,4221,3034,32053,28583,5.412,6,4,3.5,4,2,24423.8544,3,0.3,6.6,10.27,0.499274986,15.43946347,6,2,1,0
275,275,36.92,25.1,5383,4525,1119,3,5,3.5,5,8,70400.088,4,0.171,6,17.28,2.313692439,16.43209208,8,6,0,1
235,235,10.33,0,3142,0,5.412,2,1,3,4,16,20263.4784,1,0.3,6.6,10.27,0.731651321,46.79071928,4,4,1,0
235,235,182.6,136.7,11253,9726,27.72,1,4,4,3,1.5,5139.288,3,0.1,6.69,35.66,0.99512964,13.79205053,9,7.5,1,0
355,275,16.73,0,3877,0,482,3,3,3.5,3,14,83431.854,1,0.15,6.33,18.96,2.227836063,94.38779952,17.5,17.5,0,1
275,235,5538,4221,34685,32053,27.72,1,4,3,6,10,33894.828,3,0.2,6.77,23.99,0.712008272,20.71512829,8,2,0,1
235,235,16.73,0,3877,0,83.56,2,3,3,5,15,76477.5,3,0.354,6.5,15.82,2.247992971,50.11187593,7.5,12.5,1,0
275,275,229.3,0,12437,0,920.8,1,2,3,3,8,24195.4416,4,0.1,6.1,32.84,0.331981671,5.493906388,12,6,1,0
355,355,6447,5538,40005,34685,38.92,6,6,3.5,5,3.5,46008.864,3,0.171,6,17.28,0.93159843,13.33178665,10.5,3.5,0,1
235,235,25.1,0,4525,0,57.9,1,3,3,5,15,65770.65,3,0.123,6.19,12.9,2.45724788,17.41951081,15,12.5,0,1
235,235,637.2,0,17803,0,57.9,2,1,4,6,4,32075.6832,2,0.354,6.5,15.82,0.24600416,15.46765923,10,6,1,0
275,275,25.1,0,4525,0,57.9,4,3,4,7,10,169188.624,4,0.15,6.33,18.96,3.523946327,88.21471638,12.5,2.5,0,1
355,275,54.1,36.92,6434,5383,19.43,3,6,3,7,20,59326.146,1,0.123,6.19,12.9,3.97494992,13.48482908,4,4,0,1
355,355,5538,4221,34685,32053,38.92,4,5,4,3,10,61671.456,3,0.1,6.69,35.66,1.093828013,13.72747086,8,2,1,0
355,275,104.5,77.63,8682,7684,13.17,2,4,3.5,8,6,17343.0576,1,0.15,6.2,13.91,2.091314328,11.18484825,1.5,3,1,0
275,275,3.492,0,2124,0,83.56,4,2,3,7,14,232295.8176,4,0.1,6.1,32.84,4.148049578,22.22748661,17.5,3.5,1,0
355,235,3.492,0,2124,0,482,1,1,4,4,5,17375.688,4,0.283,7.28,19.74,1.65480465,81.99840382,12.5,7.5,0,1
355,275,36.92,25.1,5383,4525,1412,2,4,4,8,9,39123.8496,4,0.123,6.19,12.9,1.977235623,9.925908085,1.5,4.5,0,1
355,355,869.7,0,19754,0,920.8,6,1,3,8,8,145662.1056,0,0.283,7.28,19.74,0.155408762,3.823846591,6,6,0,1
275,275,4221,3034,32053,28583,8.693,4,5,4,3,10,63629.28,0,0.14,5.9,25.5,1.524235154,8.512454016,10,12.5,0,1
355,235,2153,1752,26048,24164,57.9,4,5,4,5,8,39074.904,3,0.1,6.69,35.66,1.125937416,14.06914134,2,6,1,0
235,235,637.2,450.7,17803,15898,27.72,1,6,3.5,3,7,13786.344,4,0.2,6.77,23.99,1.794993488,29.13370582,7,17.5,0,1
235,235,104.5,0,8682,0,5.412,4,3,3.5,4,2,13835.2896,0,0.123,6.19,12.9,1.033186414,9.556148559,8,2,0,1
235,235,6447,5538,40005,34685,1752,1,6,4,7,3.5,3697.4322,0,0.283,7.28,19.74,0.339298347,8.872228815,3.5,7,0,1
275,275,6.062,0,2534,0,920.8,4,1,3,6,8,135024.5952,2,0.3,6.6,10.27,1.45281882,75.18131946,12,4,1,0
355,355,330.9,276.9,14276,13347,482,1,6,3,5,6,7260.264,2,0.15,6.33,18.96,0.594187352,12.3515612,3,3,0,1
235,235,4221,3034,32053,28583,13.17,3,5,3.5,4,3,22906.5408,2,0.283,7.28,19.74,0.865375463,30.55821682,15,3,0,1
235,235,229.3,182.6,12437,11253,920.8,5,4,3,6,6,63874.008,0,0.123,6.19,12.9,0.583107756,2.659139236,4.5,3,0,1
355,355,3.492,0,2124,0,117.7,4,2,3,8,1.5,38854.6488,2,0.3,6.6,10.27,1.717335985,73.28799289,9,3,1,0
275,235,276.9,229.3,13347,12437,83.56,3,6,4,6,14,140049.6768,4,0.14,5.9,25.5,3.813291843,5.889891829,14,10.5,0,1
275,275,1119,0,21176,0,482,6,3,3.5,7,5,74152.584,3,0.14,5.9,25.5,0.406019502,4.639723948,5,7.5,0,1
275,275,16.73,0,3877,0,57.9,3,3,3,7,15,95076.828,0,0.1,6.69,35.66,2.346357597,17.43057731,6,12,1,0
235,235,36.92,25.1,5383,4525,83.56,3,4,3,6,24,167883.408,4,0.3,6.6,10.27,2.960118516,46.18219341,8,20,1,0
355,275,229.3,182.6,12437,11253,1752,3,5,3.5,6,4.5,12224.1636,0,0.354,6.5,15.82,0.504355203,15.56425302,1.5,3,1,0
355,235,54.1,36.92,6434,5383,57.9,3,4,4,7,7.5,58367.628,4,0.3,6.6,10.27,2.556140258,69.78191818,3,4.5,1,0
275,235,1119,0,21176,0,482,4,3,3,5,12,105885.648,2,0.123,6.19,12.9,0.446099928,1.976826933,9,12,0,1
355,235,637.2,450.7,17803,15898,162.7,3,5,4,3,1.5,10345.8762,4,0.15,6.33,18.96,0.558695586,10.69477106,4.5,6,0,1
235,235,136.7,0,9726,0,5.412,1,1,3,3,4,12122.1936,4,0.354,6.5,15.82,0.271307347,21.54057368,12,2,1,0
275,275,229.3,0,12437,0,27.72,4,2,3.5,3,3,7268.4216,1,0.283,7.28,19.74,0.248867216,11.32782138,3,6,0,1
235,235,1119,0,21176,0,117.7,5,3,3,8,10,148876.2,3,0.1,6.69,35.66,0.769288396,14.95617357,5,12.5,1,0
275,235,3034,2153,28583,26048,57.9,2,6,3.5,5,10,42827.4,0,0.171,6,17.28,1.576529044,15.69977152,6,10,0,1
275,275,1119,0,21176,0,920.8,1,1,4,4,5,18966.42,3,0.15,6.33,18.96,0.13599713,1.516714249,15,12.5,0,1
275,275,104.5,77.63,8682,7684,920.8,6,5,3,7,7,77374.836,2,0.15,6.33,18.96,0.984576923,17.35050201,3.5,17.5,0,1
235,235,1119,0,21176,0,117.7,6,3,3.5,5,6,136435.86,1,0.15,6.2,13.91,0.724390563,5.152569401,12,10,1,0
355,235,1119,0,21176,0,13.17,5,1,4,4,10.5,41012.334,1,0.354,6.5,15.82,0.165274248,4.181631592,3.5,10.5,1,0
355,275,36.92,0,5383,0,482,2,3,3.5,5,10,47110.14,3,0.123,6.19,12.9,1.386238715,12.00181323,7.5,7.5,0,1
235,235,54.1,36.92,6434,5383,1119,5,4,3.5,8,18,412774.56,4,0.3,6.6,10.27,3.074562917,78.37244525,12,15,1,0
355,235,450.7,330.9,15898,14276,117.7,6,6,4,6,21,424725.444,3,0.15,6.33,18.96,3.963188863,69.10065744,14,17.5,0,1
275,275,136.7,0,9726,0,83.56,2,2,3,8,4,21013.9776,4,0.354,6.5,15.82,0.486857909,28.12133349,4,12,1,0
